"","YEAR","SEASON","YEBI_TOTAL","SUMA_TOTAL","REMA_TOTAL","AMBE_TOTAL","RESP_TOTAL","EAHE_TOTAL","NWCE_TOTAL","BAFI_TOTAL","PABI_TOTAL","CENSOR","yebi_biomass","suma_biomass","rema_biomass","ambe_biomass","resp_biomass","eahe_biomass","nwce_biomass","bafi_biomass","pabi_biomass"
"19",1988,"F",29,23,0,1,0,3,0,0,0,"N",0.307659836201696,15.6155104174752,0,2.98406837,0,0.076587905157072,0,0,0
"20",1988,"F",8,33,0,6,0,7,0,0,0,"N",0.084871678952192,22.4048627728992,0,17.90441022,0,0.178705112033168,0,0,0
"21",1988,"F",18,56,0,0,0,5,0,0,0,"N",0.190961277642432,38.0203731903744,0,0,0,0.12764650859512,0,0,0
"22",1988,"F",15,57,0,10,0,6,0,0,0,"N",0.15913439803536,38.6993084259168,0,29.8406837,0,0.153175810314144,0,0,0
"23",1988,"F",1,41,0,4,0,0,0,0,0,"N",0.010608959869024,27.8363446572384,0,11.93627348,0,0,0,0,0
"24",1988,"F",2,45,0,0,0,2,0,0,0,"N",0.021217919738048,30.552085599408,0,0,0,0.051058603438048,0,0,0
"25",1988,"F",0,48,0,0,0,2,0,0,0,"N",0,32.5888913060352,0,0,0,0.051058603438048,0,0,0
"26",1988,"F",2,45,0,2,0,1,0,0,0,"N",0.021217919738048,30.552085599408,0,5.96813674,0,0.025529301719024,0,0,0
"27",1988,"F",0,36,0,1,0,1,0,0,0,"N",0,24.4416684795264,0,2.98406837,0,0.025529301719024,0,0,0
"28",1988,"F",0,39,0,6,0,0,0,0,0,"N",0,26.4784741861536,0,17.90441022,0,0,0,0,0
"29",1988,"F",4,24,0,3,0,0,0,0,0,"N",0.042435839476096,16.2944456530176,0,8.95220511,0,0,0,0,0
"34",1988,"F",10,33,0,1,0,0,0,0,0,"N",0.10608959869024,22.4048627728992,0,2.98406837,0,0,0,0,0
"35",1988,"F",11,28,0,0,0,1,0,0,0,"N",0.116698558559264,19.0101865951872,0,0,0,0.025529301719024,0,0,0
"37",1988,"F",271,5,0,0,0,11,0,0,0,"N",2.8750281245055,3.394676177712,0,0,0,0.280822318909264,0,0,0
"38",1988,"F",59,14,0,0,0,12,0,0,0,"N",0.625928632272416,9.5050932975936,0,0,0,0.306351620628288,0,0,0
"39",1988,"F",42,1,0,0,0,6,0,0,0,"N",0.445576314499008,0.6789352355424,0,0,0,0.153175810314144,0,0,0
"40",1988,"F",17,2,0,0,0,29,0,0,0,"N",0.180352317773408,1.3578704710848,0,0,0,0.740349749851696,0,0,0
"41",1988,"F",39,0,0,0,0,47,0,0,0,"N",0.413749434891936,0,0,0,0,1.19987718079413,0,0,0
"42",1988,"F",11,1,0,0,0,22,0,0,0,"N",0.116698558559264,0.6789352355424,0,0,0,0.561644637818528,0,0,0
"43",1988,"F",9,0,0,0,0,14,0,0,0,"N",0.095480638821216,0,0,0,0,0.357410224066336,0,0,0
"44",1988,"F",14,4,0,0,0,10,0,0,0,"N",0.148525438166336,2.7157409421696,0,0,0,0.25529301719024,0,0,0
"45",1988,"F",21,1,0,0,0,14,0,0,0,"N",0.222788157249504,0.6789352355424,0,0,0,0.357410224066336,0,0,0
"46",1988,"F",29,3,0,0,0,8,0,0,0,"N",0.307659836201696,2.0368057066272,0,0,0,0.204234413752192,0,0,0
"47",1988,"F",3,0,0,0,0,9,0,0,0,"N",0.031826879607072,0,0,0,0,0.229763715471216,0,0,0
"48",1988,"F",23,0,0,0,0,3,0,0,0,"N",0.244006076987552,0,0,0,0,0.076587905157072,0,0,0
"49",1988,"F",0,0,0,0,0,6,0,0,0,"N",0,0,0,0,0,0.153175810314144,0,0,0
"50",1988,"F",0,0,0,0,0,2,0,0,0,"N",0,0,0,0,0,0.051058603438048,0,0,0
"51",1989,"S",6,0,0,0,43,7,0,0,0,"N",0.063653759214144,0,0,0,1.47695628434006,0.178705112033168,0,0,0
"52",1989,"S",6,0,7,0,0,1,0,0,0,"N",0.063653759214144,0,1.46185928564256,0,0,0.025529301719024,0,0,0
"53",1989,"S",0,0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0
"54",1989,"S",0,0,4,0,10,5,0,0,0,"N",0,0,0.83534816322432,0,0.34347820566048,0.12764650859512,0,0,0
"55",1989,"S",8,0,6,0,0,4,0,0,0,"N",0.084871678952192,0,1.25302224483648,0,0,0.102117206876096,0,0,0
"56",1989,"S",4,0,2,0,0,3,0,0,0,"N",0.042435839476096,0,0.41767408161216,0,0,0.076587905157072,0,0,0
"57",1989,"S",31,0,5,1,0,2,0,0,0,"N",0.328877755939744,0,1.0441852040304,2.98406837,0,0.051058603438048,0,0,0
"58",1989,"S",4,0,12,0,103,6,0,0,0,"N",0.042435839476096,0,2.50604448967296,0,3.53782551830294,0.153175810314144,0,0,0
"59",1989,"S",4,0,1,0,0,2,0,0,0,"N",0.042435839476096,0,0.20883704080608,0,0,0.051058603438048,0,0,0
"60",1989,"S",4,0,2,0,0,0,0,0,0,"N",0.042435839476096,0,0.41767408161216,0,0,0,0,0,0
"61",1989,"S",3,0,0,0,0,0,0,0,0,"N",0.031826879607072,0,0,0,0,0,0,0,0
"62",1989,"S",1,0,0,0,0,0,0,0,0,"N",0.010608959869024,0,0,0,0,0,0,0,0
"63",1989,"S",0,1,0,0,0,0,0,0,0,"N",0,0.6789352355424,0,0,0,0,0,0,0
"64",1989,"S",0,0,2,0,0,0,0,0,0,"N",0,0,0.41767408161216,0,0,0,0,0,0
"65",1989,"S",0,0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0
"66",1989,"S",0,0,1,0,0,0,0,0,0,"N",0,0,0.20883704080608,0,0,0,0,0,0
"67",1989,"S",6,1,1,0,0,0,0,0,0,"N",0.063653759214144,0.6789352355424,0.20883704080608,0,0,0,0,0,0
"68",1989,"S",5,0,0,0,1,0,0,0,0,"N",0.05304479934512,0,0,0,0.034347820566048,0,0,0,0
"69",1989,"S",26,2,0,0,2,0,0,0,0,"N",0.275832956594624,1.3578704710848,0,0,0.068695641132096,0,0,0,0
"70",1989,"S",9,0,0,0,0,0,0,0,0,"N",0.095480638821216,0,0,0,0,0,0,0,0
"71",1989,"S",7,0,1,0,0,0,0,0,0,"N",0.074262719083168,0,0.20883704080608,0,0,0,0,0,0
"72",1989,"S",5,0,0,0,0,0,0,0,0,"N",0.05304479934512,0,0,0,0,0,0,0,0
"73",1989,"S",0,2,0,0,0,0,0,0,0,"N",0,1.3578704710848,0,0,0,0,0,0,0
"74",1989,"S",1,1,2,0,0,0,0,0,0,"N",0.010608959869024,0.6789352355424,0.41767408161216,0,0,0,0,0,0
"75",1989,"S",0,0,3,0,0,0,0,0,0,"N",0,0,0.62651112241824,0,0,0,0,0,0
"76",1989,"S",0,0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0
"77",1989,"S",0,0,3,0,0,0,0,0,0,"N",0,0,0.62651112241824,0,0,0,0,0,0
"78",1989,"S",0,1,0,0,0,0,0,0,0,"N",0,0.6789352355424,0,0,0,0,0,0,0
"80",1989,"S",3,0,0,0,0,0,0,0,0,"N",0.031826879607072,0,0,0,0,0,0,0,0
"82",1989,"S",11,0,0,0,0,0,0,0,0,"N",0.116698558559264,0,0,0,0,0,0,0,0
"83",1989,"S",14,0,1,0,0,0,0,0,0,"N",0.148525438166336,0,0.20883704080608,0,0,0,0,0,0
"84",1989,"S",10,0,0,0,0,0,0,0,0,"N",0.10608959869024,0,0,0,0,0,0,0,0
"85",1989,"S",4,0,0,0,0,0,0,0,0,"N",0.042435839476096,0,0,0,0,0,0,0,0
"86",1989,"S",3,0,0,0,0,0,0,0,0,"N",0.031826879607072,0,0,0,0,0,0,0,0
"87",1989,"S",22,0,0,0,20,0,0,0,0,"N",0.233397117118528,0,0,0,0.68695641132096,0,0,0,0
"88",1989,"S",10,0,31,0,0,8,0,0,0,"N",0.10608959869024,0,6.47394826498848,0,0,0.204234413752192,0,0,0
"89",1989,"S",12,0,19,0,0,9,0,0,0,"N",0.127307518428288,0,3.96790377531552,0,0,0.229763715471216,0,0,0
"90",1989,"S",5,0,11,0,68,12,0,0,0,"N",0.05304479934512,0,2.29720744886688,0,2.33565179849126,0.306351620628288,0,0,0
"91",1989,"S",16,0,5,0,0,22,0,0,0,"N",0.169743357904384,0,1.0441852040304,0,0,0.561644637818528,0,0,0
"92",1989,"S",8,0,1,0,0,1,0,0,0,"N",0.084871678952192,0,0.20883704080608,0,0,0.025529301719024,0,0,0
"93",1989,"S",3,0,5,0,0,4,0,0,0,"N",0.031826879607072,0,1.0441852040304,0,0,0.102117206876096,0,0,0
"94",1989,"S",13,0,4,0,31,0,0,0,0,"N",0.137916478297312,0,0.83534816322432,0,1.06478243754749,0,0,0,0
"95",1989,"S",3,0,0,0,1,1,0,0,0,"N",0.031826879607072,0,0,0,0.034347820566048,0.025529301719024,0,0,0
"96",1989,"S",56,0,4,0,26,2,0,0,0,"N",0.594101752665344,0,0.83534816322432,0,0.893043334717248,0.051058603438048,0,0,0
"97",1989,"S",60,0,1,0,22,0,0,0,0,"N",0.63653759214144,0,0.20883704080608,0,0.755652052453056,0,0,0,0
"98",1989,"S",14,0,12,0,0,2,0,0,0,"N",0.148525438166336,0,2.50604448967296,0,0,0.051058603438048,0,0,0
"99",1989,"S",0,0,5,0,0,0,0,0,0,"N",0,0,1.0441852040304,0,0,0,0,0,0
"100",1989,"S",0,0,3,0,0,0,0,0,0,"N",0,0,0.62651112241824,0,0,0,0,0,0
"101",1989,"F",49,2,0,0,0,84,0,0,0,"N",0.519839033582176,1.3578704710848,0,0,0,2.14446134439802,0,0,0
"102",1989,"F",53,2,0,0,0,4,0,0,0,"N",0.562274873058272,1.3578704710848,0,0,0,0.102117206876096,0,0,0
"103",1989,"F",48,3,0,0,0,21,0,0,0,"N",0.509230073713152,2.0368057066272,0,0,0,0.536115336099504,0,0,0
"104",1989,"F",203,0,0,0,58,22,0,0,0,"N",2.15361885341187,0,0,0,1.99217359283078,0.561644637818528,0,0,0
"105",1989,"F",89,1,0,0,0,7,0,0,0,"N",0.944197428343136,0.6789352355424,0,0,0,0.178705112033168,0,0,0
"106",1989,"F",145,5,0,0,0,7,0,0,0,"N",1.53829918100848,3.394676177712,0,0,0,0.178705112033168,0,0,0
"107",1989,"F",167,3,0,0,0,28,0,0,0,"N",1.77169629812701,2.0368057066272,0,0,0,0.714820448132672,0,0,0
"108",1989,"F",297,1,0,0,0,10,0,0,0,"N",3.15086108110013,0.6789352355424,0,0,0,0.25529301719024,0,0,0
"109",1989,"F",337,4,0,0,0,1,0,0,0,"N",3.57521947586109,2.7157409421696,0,0,0,0.025529301719024,0,0,0
"110",1989,"F",328,9,0,0,0,3,0,0,0,"N",3.47973883703987,6.1104171198816,0,0,0,0.076587905157072,0,0,0
"111",1989,"F",9,4,0,1,0,13,0,0,0,"N",0.095480638821216,2.7157409421696,0,2.98406837,0,0.331880922347312,0,0,0
"112",1989,"F",1,7,0,1,0,2,0,0,0,"N",0.010608959869024,4.7525466487968,0,2.98406837,0,0.051058603438048,0,0,0
"113",1989,"F",0,1,0,0,0,1,0,0,0,"N",0,0.6789352355424,0,0,0,0.025529301719024,0,0,0
"114",1989,"F",4,8,0,0,0,0,0,0,0,"N",0.042435839476096,5.4314818843392,0,0,0,0,0,0,0
"115",1989,"F",5,7,0,0,0,0,0,0,0,"N",0.05304479934512,4.7525466487968,0,0,0,0,0,0,0
"116",1989,"F",0,11,0,0,0,0,0,0,0,"N",0,7.4682875909664,0,0,0,0,0,0,0
"117",1989,"F",0,6,0,0,0,2,0,0,0,"N",0,4.0736114132544,0,0,0,0.051058603438048,0,0,0
"118",1989,"F",4,15,0,4,8,5,0,0,0,"N",0.042435839476096,10.184028533136,0,11.93627348,0.274782564528384,0.12764650859512,0,0,0
"119",1989,"F",0,7,0,0,0,0,0,0,0,"N",0,4.7525466487968,0,0,0,0,0,0,0
"120",1989,"F",4,6,0,0,0,0,0,0,0,"N",0.042435839476096,4.0736114132544,0,0,0,0,0,0,0
"121",1989,"F",4,14,0,0,0,0,0,0,0,"N",0.042435839476096,9.5050932975936,0,0,0,0,0,0,0
"122",1989,"F",0,10,0,0,0,0,0,0,0,"N",0,6.789352355424,0,0,0,0,0,0,0
"123",1989,"F",2,5,0,0,0,0,0,0,0,"N",0.021217919738048,3.394676177712,0,0,0,0,0,0,0
"124",1989,"F",0,13,0,0,0,0,0,0,0,"N",0,8.8261580620512,0,0,0,0,0,0,0
"125",1989,"F",5,28,0,0,0,1,0,0,0,"N",0.05304479934512,19.0101865951872,0,0,0,0.025529301719024,0,0,0
"126",1989,"F",4,17,0,1,0,0,0,0,0,"N",0.042435839476096,11.5418990042208,0,2.98406837,0,0,0,0,0
"127",1989,"F",2,31,0,0,0,0,0,0,0,"N",0.021217919738048,21.0469923018144,0,0,0,0,0,0,0
"128",1989,"F",8,15,0,0,0,0,0,0,0,"N",0.084871678952192,10.184028533136,0,0,0,0,0,0,0
"129",1989,"F",134,1,0,0,0,1,0,0,0,"N",1.42160062244922,0.6789352355424,0,0,0,0.025529301719024,0,0,0
"130",1989,"F",34,5,0,0,0,0,0,0,0,"N",0.360704635546816,3.394676177712,0,0,0,0,0,0,0
"131",1989,"F",48,3,0,0,0,2,0,0,0,"N",0.509230073713152,2.0368057066272,0,0,0,0.051058603438048,0,0,0
"132",1989,"F",209,0,0,0,0,10,0,0,0,"N",2.21727261262602,0,0,0,0,0.25529301719024,0,0,0
"133",1989,"F",116,13,0,2,0,8,0,0,0,"N",1.23063934480678,8.8261580620512,0,5.96813674,0,0.204234413752192,0,0,0
"134",1989,"F",46,31,0,1,0,3,0,0,0,"N",0.488012153975104,21.0469923018144,0,2.98406837,0,0.076587905157072,0,0,0
"135",1989,"F",119,43,0,0,0,0,0,0,0,"N",1.26246622441386,29.1942151283232,0,0,0,0,0,0,0
"136",1989,"F",100,7,0,0,0,12,0,0,0,"N",1.0608959869024,4.7525466487968,0,0,0,0.306351620628288,0,0,0
"137",1989,"F",90,2,0,0,0,6,0,0,0,"N",0.95480638821216,1.3578704710848,0,0,0,0.153175810314144,0,0,0
"138",1989,"F",74,3,0,0,0,14,0,0,0,"N",0.785063030307776,2.0368057066272,0,0,0,0.357410224066336,0,0,0
"139",1989,"F",46,3,0,0,0,22,0,0,0,"N",0.488012153975104,2.0368057066272,0,0,0,0.561644637818528,0,0,0
"140",1989,"F",82,0,0,0,0,23,0,0,0,"N",0.869934709259968,0,0,0,0,0.587173939537552,0,0,0
"141",1989,"F",89,0,0,0,0,13,0,0,0,"N",0.944197428343136,0,0,0,0,0.331880922347312,0,0,0
"142",1989,"F",79,0,0,0,0,12,0,0,0,"N",0.838107829652896,0,0,0,0,0.306351620628288,0,0,0
"143",1989,"F",494,0,1,0,0,42,0,0,0,"N",5.24082617529786,0,0.20883704080608,0,0,1.07223067219901,0,0,0
"144",1989,"F",139,0,0,0,3,21,0,0,0,"N",1.47464542179434,0,0,0,0.103043461698144,0.536115336099504,0,0,0
"145",1989,"F",142,0,0,0,0,22,0,0,0,"N",1.50647230140141,0,0,0,0,0.561644637818528,0,0,0
"146",1989,"F",22,0,0,0,36,32,0,0,0,"N",0.233397117118528,0,0,0,1.23652154037773,0.816937655008768,0,0,0
"147",1989,"F",84,0,0,0,25,56,0,0,0,"N",0.891152628998016,0,0,0,0.8586955141512,1.42964089626534,0,0,0
"148",1989,"F",130,0,0,0,0,20,0,0,0,"N",1.37916478297312,0,0,0,0,0.51058603438048,0,0,0
"149",1989,"F",78,0,0,0,0,0,2,0,0,"N",0.827498869783872,0,0,0,0,0,0.02759666428576,0,0
"150",1989,"F",313,0,0,0,0,3,0,0,0,"N",3.32060443900451,0,0,0,0,0.076587905157072,0,0,0
"151",1990,"S",0,0,0,0,0,72,0,0,0,"N",0,0,0,0,0,1.83810972376973,0,0,0
"152",1990,"S",26,0,0,0,0,7,0,0,0,"N",0.275832956594624,0,0,0,0,0.178705112033168,0,0,0
"153",1990,"S",29,0,0,0,0,14,0,0,0,"N",0.307659836201696,0,0,0,0,0.357410224066336,0,0,0
"154",1990,"S",55,0,0,0,0,39,0,0,0,"N",0.58349279279632,0,0,0,0,0.995642767041936,0,0,0
"155",1990,"S",37,0,0,0,0,9,0,0,0,"N",0.392531515153888,0,0,0,0,0.229763715471216,0,0,0
"156",1990,"S",83,0,0,0,0,47,0,0,0,"N",0.880543669128992,0,0,0,0,1.19987718079413,0,0,0
"157",1990,"S",87,0,0,0,0,7,0,0,0,"N",0.922979508605088,0,0,0,0,0.178705112033168,0,0,0
"158",1990,"S",16,0,0,0,0,6,0,0,0,"N",0.169743357904384,0,0,0,0,0.153175810314144,0,0,0
"159",1990,"S",76,0,1,0,0,2,0,0,0,"N",0.806280950045824,0,0.20883704080608,0,0,0.051058603438048,0,0,0
"160",1990,"S",113,0,0,0,0,16,0,0,0,"N",1.19881246519971,0,0,0,0,0.408468827504384,0,0,0
"161",1990,"S",32,0,0,0,0,9,0,0,0,"N",0.339486715808768,0,0,0,0,0.229763715471216,0,0,0
"162",1990,"S",10,0,0,0,0,3,0,0,0,"N",0.10608959869024,0,0,0,0,0.076587905157072,0,0,0
"163",1990,"S",3,0,1,0,0,0,0,0,0,"N",0.031826879607072,0,0.20883704080608,0,0,0,0,0,0
"164",1990,"S",10,0,2,0,0,1,0,0,0,"N",0.10608959869024,0,0.41767408161216,0,0,0.025529301719024,0,0,0
"165",1990,"S",12,0,0,0,0,0,0,0,0,"N",0.127307518428288,0,0,0,0,0,0,0,0
"166",1990,"S",22,0,0,0,0,0,0,0,0,"N",0.233397117118528,0,0,0,0,0,0,0,0
"167",1990,"S",4,0,0,0,0,0,0,0,0,"N",0.042435839476096,0,0,0,0,0,0,0,0
"168",1990,"S",9,0,0,0,0,2,0,0,0,"N",0.095480638821216,0,0,0,0,0.051058603438048,0,0,0
"169",1990,"S",14,0,0,0,0,0,0,0,0,"N",0.148525438166336,0,0,0,0,0,0,0,0
"170",1990,"S",23,0,0,0,0,0,0,0,0,"N",0.244006076987552,0,0,0,0,0,0,0,0
"171",1990,"S",6,0,0,0,0,0,0,0,0,"N",0.063653759214144,0,0,0,0,0,0,0,0
"172",1990,"S",8,0,0,0,0,3,0,0,0,"N",0.084871678952192,0,0,0,0,0.076587905157072,0,0,0
"173",1990,"S",2,0,0,0,0,0,0,0,0,"N",0.021217919738048,0,0,0,0,0,0,0,0
"174",1990,"S",4,0,5,0,0,0,0,0,0,"N",0.042435839476096,0,1.0441852040304,0,0,0,0,0,0
"175",1990,"S",5,0,0,0,0,0,0,0,0,"N",0.05304479934512,0,0,0,0,0,0,0,0
"176",1990,"S",6,0,0,0,0,1,0,0,0,"N",0.063653759214144,0,0,0,0,0.025529301719024,0,0,0
"177",1990,"S",19,0,2,0,0,0,0,0,0,"N",0.201570237511456,0,0.41767408161216,0,0,0,0,0,0
"178",1990,"S",8,0,0,0,0,0,0,0,0,"N",0.084871678952192,0,0,0,0,0,0,0,0
"179",1990,"S",29,0,0,0,0,4,0,0,0,"N",0.307659836201696,0,0,0,0,0.102117206876096,0,0,0
"180",1990,"S",14,0,0,0,0,2,0,0,0,"N",0.148525438166336,0,0,0,0,0.051058603438048,0,0,0
"181",1990,"S",5,0,0,0,0,0,0,0,0,"N",0.05304479934512,0,0,0,0,0,0,0,0
"182",1990,"S",11,0,0,0,0,0,0,0,0,"N",0.116698558559264,0,0,0,0,0,0,0,0
"183",1990,"S",64,0,0,0,0,11,0,0,0,"N",0.678973431617536,0,0,0,0,0.280822318909264,0,0,0
"184",1990,"S",61,0,3,0,0,0,0,0,0,"N",0.647146552010464,0,0.62651112241824,0,0,0,0,0,0
"185",1990,"S",7,0,3,0,0,0,0,0,0,"N",0.074262719083168,0,0.62651112241824,0,0,0,0,0,0
"186",1990,"S",22,0,3,0,0,18,0,0,0,"N",0.233397117118528,0,0.62651112241824,0,0,0.459527430942432,0,0,0
"187",1990,"S",31,0,0,0,0,4,0,0,0,"N",0.328877755939744,0,0,0,0,0.102117206876096,0,0,0
"188",1990,"S",47,0,1,0,0,4,0,0,0,"N",0.498621113844128,0,0.20883704080608,0,0,0.102117206876096,0,0,0
"189",1990,"S",3,0,1,0,0,0,0,0,0,"N",0.031826879607072,0,0.20883704080608,0,0,0,0,0,0
"190",1990,"S",0,0,0,0,0,62,0,0,0,"N",0,0,0,0,0,1.58281670657949,0,0,0
"191",1990,"S",21,0,0,0,0,10,0,0,0,"N",0.222788157249504,0,0,0,0,0.25529301719024,0,0,0
"192",1990,"S",16,0,0,0,0,19,0,0,0,"N",0.169743357904384,0,0,0,0,0.485056732661456,0,0,0
"193",1990,"S",97,0,0,0,0,13,0,0,0,"N",1.02906910729533,0,0,0,0,0.331880922347312,0,0,0
"194",1990,"S",74,0,0,0,0,16,0,0,0,"N",0.785063030307776,0,0,0,0,0.408468827504384,0,0,0
"195",1990,"S",62,0,0,0,0,0,0,0,0,"N",0.657755511879488,0,0,0,0,0,0,0,0
"196",1990,"S",109,0,0,0,0,57,0,0,0,"N",1.15637662572362,0,0,0,0,1.45517019798437,0,0,0
"197",1990,"S",34,0,0,0,0,89,0,0,0,"N",0.360704635546816,0,0,0,0,2.27210785299314,0,0,0
"198",1990,"S",74,0,0,0,0,18,0,0,0,"N",0.785063030307776,0,0,0,0,0.459527430942432,0,0,0
"199",1990,"S",5,0,0,0,0,8,0,0,0,"N",0.05304479934512,0,0,0,0,0.204234413752192,0,0,0
"200",1990,"S",141,0,0,0,0,3,0,0,0,"N",1.49586334153238,0,0,0,0,0.076587905157072,0,0,0
"201",1990,"F",3,0,0,0,0,4,0,0,0,"N",0.031826879607072,0,0,0,0,0.102117206876096,0,0,0
"202",1990,"F",7,0,0,0,0,0,0,0,0,"N",0.074262719083168,0,0,0,0,0,0,0,0
"203",1990,"F",2,0,0,0,0,1,0,0,0,"N",0.021217919738048,0,0,0,0,0.025529301719024,0,0,0
"204",1990,"F",1,0,0,0,0,0,0,0,0,"N",0.010608959869024,0,0,0,0,0,0,0,0
"205",1990,"F",10,0,0,0,0,0,0,0,0,"N",0.10608959869024,0,0,0,0,0,0,0,0
"206",1990,"F",5,0,0,0,0,0,0,0,0,"N",0.05304479934512,0,0,0,0,0,0,0,0
"207",1990,"F",0,0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0
"208",1990,"F",1,0,0,0,0,0,0,0,0,"N",0.010608959869024,0,0,0,0,0,0,0,0
"209",1990,"F",10,0,0,0,0,0,0,0,0,"N",0.10608959869024,0,0,0,0,0,0,0,0
"210",1990,"F",3,0,0,0,0,0,0,0,0,"N",0.031826879607072,0,0,0,0,0,0,0,0
"211",1990,"F",0,0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0
"212",1990,"F",0,0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0
"213",1990,"F",1,0,0,0,0,0,0,0,0,"N",0.010608959869024,0,0,0,0,0,0,0,0
"214",1990,"F",11,0,0,0,0,0,0,0,0,"N",0.116698558559264,0,0,0,0,0,0,0,0
"215",1990,"F",0,0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0
"216",1990,"F",1,0,0,0,0,2,0,0,0,"N",0.010608959869024,0,0,0,0,0.051058603438048,0,0,0
"217",1990,"F",0,0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0
"218",1990,"F",0,0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0
"220",1990,"F",3,0,0,0,0,0,0,0,0,"N",0.031826879607072,0,0,0,0,0,0,0,0
"221",1990,"F",1,0,0,0,0,1,0,0,0,"N",0.010608959869024,0,0,0,0,0.025529301719024,0,0,0
"222",1990,"F",0,0,0,4,0,0,0,0,0,"N",0,0,0,11.93627348,0,0,0,0,0
"223",1990,"F",0,0,0,0,0,1,0,0,0,"N",0,0,0,0,0,0.025529301719024,0,0,0
"224",1990,"F",1,0,0,0,0,0,0,0,0,"N",0.010608959869024,0,0,0,0,0,0,0,0
"225",1990,"F",0,0,0,1,0,0,0,0,0,"N",0,0,0,2.98406837,0,0,0,0,0
"226",1990,"F",1,0,0,0,0,0,0,0,0,"N",0.010608959869024,0,0,0,0,0,0,0,0
"227",1990,"F",0,0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0
"228",1990,"F",0,0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0
"229",1990,"F",0,0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0
"230",1990,"F",2,0,0,0,0,0,0,0,0,"N",0.021217919738048,0,0,0,0,0,0,0,0
"231",1990,"F",0,0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0
"232",1990,"F",3,0,0,0,0,0,0,0,0,"N",0.031826879607072,0,0,0,0,0,0,0,0
"233",1990,"F",5,0,0,0,0,0,0,0,0,"N",0.05304479934512,0,0,0,0,0,0,0,0
"234",1990,"F",11,0,0,1,0,0,0,0,0,"N",0.116698558559264,0,0,2.98406837,0,0,0,0,0
"235",1990,"F",1,0,0,0,0,0,0,0,0,"N",0.010608959869024,0,0,0,0,0,0,0,0
