"UNIQUE_ID","COLLECTION_ID","YEAR","SEASON","COLLECTION_START","COLLECTION_END","FOREST_TYPE","PLOT","YEBI_TOTAL","YEBI_CATEGORY","SUMA_TOTAL","SUMA_FULL","REMA_TOTAL","REMA_FULL","AMBE_HUSK","AMBE_TOTAL","AMBE_FULL","AMBE_VERTEBRATE_EATEN","AMBE_EMPTY","AMBE_INSECT_DAMAGE","RESP_TOTAL","RESP_FULL","EAHE_TOTAL","SP_FI_HE_TOTAL","NWCE_TOTAL","BAFI_TOTAL","PABI_TOTAL","OTHER_TOTAL","OTHER_SPP","COMMENTS","CENSOR"
"1989_2_945",2,1989,"S",19881110,19890714,"H",945,1,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,"1 unid maple","N"
"1989_2_946",2,1989,"S",19881110,19890714,"H",946,0,"N",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_947",2,1989,"S",19881110,19890714,"H",947,0,"N",0,NA,2,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_948",2,1989,"S",19881110,19890714,"H",948,0,"N",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,"no seeds","N"
"1989_2_949",2,1989,"S",19881110,19890714,"H",949,0,"N",0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_950",2,1989,"S",19881110,19890714,"H",950,6,"L",1,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_951",2,1989,"S",19881110,19890714,"H",951,5,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_952",2,1989,"S",19881110,19890714,"H",952,26,"M",2,NA,0,NA,NA,0,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_953",2,1989,"S",19881110,19890714,"H",953,9,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_954",2,1989,"S",19881110,19890714,"H",954,7,"L",0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_955",2,1989,"S",19881110,19890714,"H",955,5,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_956",2,1989,"S",19881110,19890714,"H",956,0,"N",2,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,"on ground","N"
"1989_2_957",2,1989,"S",19881110,19890714,"H",957,1,"L",1,NA,2,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,2,"UNKN","2 unid maple","N"
"1989_2_958",2,1989,"S",19881110,19890714,"H",958,0,"N",0,NA,3,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,4,"UNKN","4 unid maple","N"
"1989_2_959",2,1989,"S",19881110,19890714,"H",959,0,"N",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,"no seeds","N"
"1989_2_960",2,1989,"S",19881110,19890714,"H",960,0,"N",0,NA,3,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_961",2,1989,"S",19881110,19890714,"H",961,0,"N",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_962",2,1989,"S",19881110,19890714,"H",962,1,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,"on side","Y"
"1989_2_963",2,1989,"S",19881110,19890714,"H",963,3,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_964",2,1989,"S",19881110,19890714,"H",964,2,"L",1,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,"on side","Y"
"1989_2_965",2,1989,"S",19881110,19890714,"H",965,11,"M",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_966",2,1989,"S",19881110,19890714,"H",966,14,"M",0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_967",2,1989,"S",19881110,19890714,"H",967,10,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_968",2,1989,"S",19881110,19890714,"H",968,4,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_969",2,1989,"S",19881110,19890714,"M",969,3,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,"1 unid maple","N"
"1989_2_970",2,1989,"S",19881110,19890714,"M",970,22,"M",0,NA,0,NA,NA,0,NA,NA,NA,NA,20,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_971",2,1989,"S",19881110,19890714,"M",971,10,"L",0,NA,31,NA,NA,0,NA,NA,NA,NA,0,NA,8,0,0,0,0,0,NA,NA,"N"
"1989_2_972",2,1989,"S",19881110,19890714,"M",972,12,"M",0,NA,19,NA,NA,0,NA,NA,NA,NA,0,NA,9,0,0,0,0,0,NA,NA,"N"
"1989_2_973",2,1989,"S",19881110,19890714,"M",973,5,"L",0,NA,11,NA,NA,0,NA,NA,NA,NA,68,NA,12,0,0,0,0,0,NA,NA,"N"
"1989_2_974",2,1989,"S",19881110,19890714,"M",974,16,"M",0,NA,5,NA,NA,0,NA,NA,NA,NA,0,NA,22,117,0,0,0,0,NA,NA,"N"
"1989_2_975",2,1989,"S",19881110,19890714,"M",975,8,"L",0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1989_2_976",2,1989,"S",19881110,19890714,"M",976,3,"L",0,NA,5,NA,NA,0,NA,NA,NA,NA,0,NA,4,0,0,0,0,0,NA,NA,"N"
"1989_2_977",2,1989,"S",19881110,19890714,"M",977,13,"M",0,NA,4,NA,NA,0,NA,NA,NA,NA,31,NA,NA,0,0,0,0,0,NA,NA,"N"
"1989_2_978",2,1989,"S",19881110,19890714,"M",978,3,"L",0,NA,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,NA,NA,"N"
"1989_2_979",2,1989,"S",19881110,19890714,"M",979,56,"H",0,NA,4,NA,NA,0,NA,NA,NA,NA,26,NA,2,0,0,0,0,0,NA,NA,"N"
"1989_2_980",2,1989,"S",19881110,19890714,"M",980,60,"H",0,NA,1,NA,NA,0,NA,NA,NA,NA,22,NA,NA,0,0,0,0,0,NA,NA,"N"
"1989_2_981",2,1989,"S",19881110,19890714,"M",981,14,"M",0,NA,12,NA,NA,0,NA,NA,NA,NA,0,NA,2,0,0,0,0,0,NA,NA,"N"
"1989_2_982",2,1989,"S",19881110,19890714,"M",982,0,"N",0,NA,5,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_2_983",2,1989,"S",19881110,19890714,"M",983,0,"N",0,NA,3,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_934",3,1989,"F",19890714,19891114,"M",934,49,"M",2,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,84,0,0,0,0,0,NA,NA,"N"
"1989_3_935",3,1989,"F",19890714,19891114,"M",935,53,"H",2,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,4,0,0,0,0,0,NA,NA,"N"
"1989_3_936",3,1989,"F",19890714,19891114,"M",936,48,"M",3,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,21,0,0,0,0,0,NA,NA,"N"
"1989_3_937",3,1989,"F",19890714,19891114,"M",937,203,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,58,NA,22,0,0,0,0,0,NA,NA,"N"
"1989_3_938",3,1989,"F",19890714,19891114,"M",938,89,"H",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,7,0,0,0,0,0,NA,NA,"N"
"1989_3_939",3,1989,"F",19890714,19891114,"M",939,145,"H",5,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,7,0,0,0,0,0,NA,NA,"N"
"1989_3_940",3,1989,"F",19890714,19891114,"M",940,167,"H",3,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,28,0,0,0,0,0,NA,NA,"N"
"1989_3_941",3,1989,"F",19890714,19891114,"M",941,297,"H",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,10,0,0,0,0,0,NA,NA,"N"
"1989_3_942",3,1989,"F",19890714,19891114,"M",942,337,"H",4,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1989_3_943",3,1989,"F",19890714,19891114,"M",943,328,"H",9,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,3,0,0,0,0,0,NA,NA,"N"
"1989_3_944",3,1989,"F",19890714,19891114,"H",944,9,"L",4,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,13,0,0,0,0,0,NA,NA,"N"
"1989_3_945",3,1989,"F",19890714,19891114,"H",945,1,"L",7,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,2,0,0,0,0,0,NA,NA,"N"
"1989_3_946",3,1989,"F",19890714,19891114,"H",946,0,"N",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1989_3_947",3,1989,"F",19890714,19891114,"H",947,4,"L",8,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_948",3,1989,"F",19890714,19891114,"H",948,5,"L",7,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_949",3,1989,"F",19890714,19891114,"H",949,0,"N",11,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_950",3,1989,"F",19890714,19891114,"H",950,0,"N",6,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,2,0,0,0,0,0,NA,NA,"N"
"1989_3_951",3,1989,"F",19890714,19891114,"H",951,4,"L",15,NA,0,NA,NA,4,NA,NA,NA,NA,8,NA,5,0,0,0,0,0,NA,NA,"N"
"1989_3_952",3,1989,"F",19890714,19891114,"H",952,0,"N",7,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_953",3,1989,"F",19890714,19891114,"H",953,4,"L",6,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_954",3,1989,"F",19890714,19891114,"H",954,4,"L",14,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_955",3,1989,"F",19890714,19891114,"H",955,0,"N",10,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_956",3,1989,"F",19890714,19891114,"H",956,2,"L",5,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_957",3,1989,"F",19890714,19891114,"H",957,0,"N",13,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_958",3,1989,"F",19890714,19891114,"H",958,5,"L",28,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1989_3_959",3,1989,"F",19890714,19891114,"H",959,4,"L",17,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_960",3,1989,"F",19890714,19891114,"H",960,2,"L",31,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_961",3,1989,"F",19890714,19891114,"H",961,8,"L",15,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_962",3,1989,"F",19890714,19891114,"H",962,134,"H",1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,NA,"N"
"1989_3_963",3,1989,"F",19890714,19891114,"H",963,34,"M",5,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_964",3,1989,"F",19890714,19891114,"H",964,48,"M",3,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,2,0,0,0,0,0,NA,NA,"N"
"1989_3_965",3,1989,"F",19890714,19891114,"H",965,209,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,10,0,0,0,0,0,NA,NA,"N"
"1989_3_966",3,1989,"F",19890714,19891114,"H",966,116,"H",13,NA,0,NA,NA,2,NA,NA,NA,NA,0,NA,8,0,0,0,0,0,NA,NA,"N"
"1989_3_967",3,1989,"F",19890714,19891114,"H",967,46,"M",31,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,3,0,0,0,0,0,NA,NA,"N"
"1989_3_968",3,1989,"F",19890714,19891114,"H",968,119,"H",43,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,"N"
"1989_3_969",3,1989,"F",19890714,19891114,"M",969,100,"H",7,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,12,0,0,0,0,0,NA,NA,"N"
"1989_3_970",3,1989,"F",19890714,19891114,"M",970,90,"H",2,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,NA,NA,"N"
"1989_3_971",3,1989,"F",19890714,19891114,"M",971,74,"H",3,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,14,0,0,0,0,0,NA,NA,"N"
"1989_3_972",3,1989,"F",19890714,19891114,"M",972,46,"M",3,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,22,0,0,0,0,0,NA,NA,"N"
"1989_3_973",3,1989,"F",19890714,19891114,"M",973,82,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,23,0,0,0,0,0,NA,NA,"N"
"1989_3_974",3,1989,"F",19890714,19891114,"M",974,89,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,13,0,0,0,0,0,NA,NA,"N"
"1989_3_975",3,1989,"F",19890714,19891114,"M",975,79,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,12,0,0,0,0,0,NA,NA,"N"
"1989_3_976",3,1989,"F",19890714,19891114,"M",976,494,"H",0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,42,0,0,0,0,0,NA,NA,"N"
"1989_3_977",3,1989,"F",19890714,19891114,"M",977,139,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,3,NA,21,0,0,0,0,0,NA,NA,"N"
"1989_3_978",3,1989,"F",19890714,19891114,"M",978,142,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,22,0,0,0,0,0,NA,NA,"N"
"1989_3_979",3,1989,"F",19890714,19891114,"M",979,22,"M",0,NA,0,NA,NA,0,NA,NA,NA,NA,36,NA,32,0,0,0,0,0,NA,NA,"N"
"1989_3_980",3,1989,"F",19890714,19891114,"M",980,84,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,25,NA,56,0,0,0,0,0,NA,NA,"N"
"1989_3_981",3,1989,"F",19890714,19891114,"M",981,130,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,20,0,0,0,0,0,NA,NA,"N"
"1989_3_982",3,1989,"F",19890714,19891114,"M",982,78,"H",0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,2,0,0,0,NA,NA,"N"
