"","DATE","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","PRCP","SNOW","SNWD","TMAX","TMIN","YEAR","MONTH","DAY","SEASON"
"24062",1988-06-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,0,0,68,50,1988,6,24,"JJA"
"24063",1988-06-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.19,0,0,67,55,1988,6,25,"JJA"
"24064",1988-06-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.04,0,0,67,43,1988,6,26,"JJA"
"24065",1988-06-27,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,73,35,1988,6,27,"JJA"
"24066",1988-06-28,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.28,0,0,74,33,1988,6,28,"JJA"
"24067",1988-06-29,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.07,0,0,59,43,1988,6,29,"JJA"
"24068",1988-06-30,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.97,0,0,58,44,1988,6,30,"JJA"
"24069",1988-07-01,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.25,0,0,55,47,1988,7,1,"JJA"
"24070",1988-07-02,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,67,42,1988,7,2,"JJA"
"24071",1988-07-03,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,77,40,1988,7,3,"JJA"
"24072",1988-07-04,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,82,45,1988,7,4,"JJA"
"24073",1988-07-05,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,87,50,1988,7,5,"JJA"
"24074",1988-07-06,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,89,55,1988,7,6,"JJA"
"24075",1988-07-07,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,88,55,1988,7,7,"JJA"
"24076",1988-07-08,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,93,56,1988,7,8,"JJA"
"24077",1988-07-09,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,92,57,1988,7,9,"JJA"
"24078",1988-07-10,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,92,56,1988,7,10,"JJA"
"24079",1988-07-11,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,85,60,1988,7,11,"JJA"
"24080",1988-07-12,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,82,45,1988,7,12,"JJA"
"24081",1988-07-13,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,81,49,1988,7,13,"JJA"
"24082",1988-07-14,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.83,0,0,76,54,1988,7,14,"JJA"
"24083",1988-07-15,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,92,56,1988,7,15,"JJA"
"24084",1988-07-16,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,74,67,1988,7,16,"JJA"
"24085",1988-07-17,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.6,0,0,79,63,1988,7,17,"JJA"
"24086",1988-07-18,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,85,62,1988,7,18,"JJA"
"24087",1988-07-19,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.07,0,0,82,60,1988,7,19,"JJA"
"24088",1988-07-20,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.02,0,0,81,59,1988,7,20,"JJA"
"24089",1988-07-21,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,1.55,0,0,68,57,1988,7,21,"JJA"
"24090",1988-07-22,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.04,0,0,80,50,1988,7,22,"JJA"
"24091",1988-07-23,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.01,0,0,80,62,1988,7,23,"JJA"
"24092",1988-07-24,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0,0,0,75,61,1988,7,24,"JJA"
"24093",1988-07-25,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.1,0,0,76,52,1988,7,25,"JJA"
"24094",1988-07-26,"USC00305714","NEWCOMB, NY US",43.9707,-74.222,502,0.09,0,0,79,54,1988,7,26,"JJA"
